2023-03-01T01:27:12,tg,social,web_dev_workshop_series,297
2023-03-02T05:55:58,tg,social,web_dev_workshop_series,168
2023-03-03T15:43:40,tg,social,web_dev_workshop_series,187
2023-03-04T03:23:46,tg,social,web_dev_workshop_series,119
2023-03-05T13:28:48,tg,social,web_dev_workshop_series,251
2023-03-06T23:57:13,tg,social,web_dev_workshop_series,283
2023-03-07T20:01:39,tg,social,web_dev_workshop_series,204
2023-03-08T16:36:37,tg,social,web_dev_workshop_series,105
2023-03-09T11:50:41,tg,social,web_dev_workshop_series,114
2023-03-10T01:22:01,tg,social,web_dev_workshop_series,233
2023-03-11T19:59:18,tg,social,web_dev_workshop_series,197
2023-03-12T16:57:56,tg,social,web_dev_workshop_series,262
2023-03-13T07:05:51,tg,social,web_dev_workshop_series,213
2023-03-14T05:20:06,tg,social,web_dev_workshop_series,179
2023-03-15T03:28:50,tg,social,web_dev_workshop_series,209
2023-03-16T00:35:32,tg,social,web_dev_workshop_series,188
2023-03-17T02:38:08,tg,social,web_dev_workshop_series,242
2023-03-18T00:18:36,tg,social,web_dev_workshop_series,185
2023-03-19T16:52:42,tg,social,web_dev_workshop_series,276
2023-03-20T06:38:38,tg,social,web_dev_workshop_series,211
2023-03-21T15:46:23,tg,social,web_dev_workshop_series,284
2023-03-22T20:28:23,tg,social,web_dev_workshop_series,244
2023-03-23T02:00:16,tg,social,web_dev_workshop_series,255
2023-03-24T11:11:31,tg,social,web_dev_workshop_series,255
2023-03-25T01:30:39,tg,social,web_dev_workshop_series,145
2023-03-26T13:31:29,tg,social,web_dev_workshop_series,155
2023-03-27T12:39:16,tg,social,web_dev_workshop_series,158
2023-03-28T05:00:01,tg,social,web_dev_workshop_series,265
2023-03-29T04:38:14,tg,social,web_dev_workshop_series,115
2023-03-30T09:02:45,tg,social,web_dev_workshop_series,290
2023-03-31T16:19:59,tg,social,web_dev_workshop_series,227
2023-04-01T22:32:02,tg,social,web_dev_workshop_series,145
2023-04-02T18:47:22,tg,social,web_dev_workshop_series,281
2023-04-03T22:55:38,tg,social,web_dev_workshop_series,289
2023-04-04T06:39:31,tg,social,web_dev_workshop_series,191
2023-04-05T10:51:03,tg,social,web_dev_workshop_series,215
2023-04-14T04:40:02,yandex,cpc,ai_innovation_seminar,234
2023-04-15T18:53:34,yandex,cpc,ai_innovation_seminar,116
2023-04-16T09:05:58,yandex,cpc,ai_innovation_seminar,178
2023-04-17T01:22:26,yandex,cpc,ai_innovation_seminar,229
2023-04-18T21:57:44,yandex,cpc,ai_innovation_seminar,171
2023-04-19T20:21:04,yandex,cpc,ai_innovation_seminar,273
2023-04-20T01:21:31,yandex,cpc,ai_innovation_seminar,162
2023-04-21T21:51:48,yandex,cpc,ai_innovation_seminar,229
2023-04-22T12:15:15,yandex,cpc,ai_innovation_seminar,185
2023-04-23T11:30:53,yandex,cpc,ai_innovation_seminar,129
2023-04-24T00:21:14,yandex,cpc,ai_innovation_seminar,288
2023-04-25T01:36:51,yandex,cpc,ai_innovation_seminar,185
